"doc_title","doc_link","geschaeftstitel","geschaeftsnummer"
"Teil II: 1. Lesung","https://archivportal.tg.ch/","Änderung der Zivil- und der Strafprozessordnung sowie der Gebührenverordnung für die Strafuntersuchungs- und GerichtsbehördenTeil I: Gesetz betreffend die Änderung des Gesetzes über die Zivilrechtspflege (Zivilprozessordnung) vom 6. Juli 1988Teil II: Gesetz betreffend die Änderung des Gesetzes über die Strafrechtspflege (Strafprozessordnung) vom 30. Juni 1970 / 5. November 1991Teil III: Verordnung betreffend die Änderung der Verordnung des Grossen Rates über die Gebühren der Strafuntersuchungs- und Gerichtsbehörden vom 13. Mai 1992","04/GE 22/234"
"Teil II: Fassung nach 1. Lesung","https://archivportal.tg.ch/","Änderung der Zivil- und der Strafprozessordnung sowie der Gebührenverordnung für die Strafuntersuchungs- und GerichtsbehördenTeil I: Gesetz betreffend die Änderung des Gesetzes über die Zivilrechtspflege (Zivilprozessordnung) vom 6. Juli 1988Teil II: Gesetz betreffend die Änderung des Gesetzes über die Strafrechtspflege (Strafprozessordnung) vom 30. Juni 1970 / 5. November 1991Teil III: Verordnung betreffend die Änderung der Verordnung des Grossen Rates über die Gebühren der Strafuntersuchungs- und Gerichtsbehörden vom 13. Mai 1992","04/GE 22/234"
"Teil III: 1. Lesung","https://archivportal.tg.ch/","Änderung der Zivil- und der Strafprozessordnung sowie der Gebührenverordnung für die Strafuntersuchungs- und GerichtsbehördenTeil I: Gesetz betreffend die Änderung des Gesetzes über die Zivilrechtspflege (Zivilprozessordnung) vom 6. Juli 1988Teil II: Gesetz betreffend die Änderung des Gesetzes über die Strafrechtspflege (Strafprozessordnung) vom 30. Juni 1970 / 5. November 1991Teil III: Verordnung betreffend die Änderung der Verordnung des Grossen Rates über die Gebühren der Strafuntersuchungs- und Gerichtsbehörden vom 13. Mai 1992","04/GE 22/234"
"Teil III: Fassung nach 1. Lesung","https://archivportal.tg.ch/","Änderung der Zivil- und der Strafprozessordnung sowie der Gebührenverordnung für die Strafuntersuchungs- und GerichtsbehördenTeil I: Gesetz betreffend die Änderung des Gesetzes über die Zivilrechtspflege (Zivilprozessordnung) vom 6. Juli 1988Teil II: Gesetz betreffend die Änderung des Gesetzes über die Strafrechtspflege (Strafprozessordnung) vom 30. Juni 1970 / 5. November 1991Teil III: Verordnung betreffend die Änderung der Verordnung des Grossen Rates über die Gebühren der Strafuntersuchungs- und Gerichtsbehörden vom 13. Mai 1992","04/GE 22/234"
"Teil I: 2. Lesung","https://archivportal.tg.ch/","Änderung der Zivil- und der Strafprozessordnung sowie der Gebührenverordnung für die Strafuntersuchungs- und GerichtsbehördenTeil I: Gesetz betreffend die Änderung des Gesetzes über die Zivilrechtspflege (Zivilprozessordnung) vom 6. Juli 1988Teil II: Gesetz betreffend die Änderung des Gesetzes über die Strafrechtspflege (Strafprozessordnung) vom 30. Juni 1970 / 5. November 1991Teil III: Verordnung betreffend die Änderung der Verordnung des Grossen Rates über die Gebühren der Strafuntersuchungs- und Gerichtsbehörden vom 13. Mai 1992","04/GE 22/234"
"Teil I: Fassung nach 2. Lesung","https://archivportal.tg.ch/","Änderung der Zivil- und der Strafprozessordnung sowie der Gebührenverordnung für die Strafuntersuchungs- und GerichtsbehördenTeil I: Gesetz betreffend die Änderung des Gesetzes über die Zivilrechtspflege (Zivilprozessordnung) vom 6. Juli 1988Teil II: Gesetz betreffend die Änderung des Gesetzes über die Strafrechtspflege (Strafprozessordnung) vom 30. Juni 1970 / 5. November 1991Teil III: Verordnung betreffend die Änderung der Verordnung des Grossen Rates über die Gebühren der Strafuntersuchungs- und Gerichtsbehörden vom 13. Mai 1992","04/GE 22/234"
"Teil II: 2. Lesung","https://archivportal.tg.ch/","Änderung der Zivil- und der Strafprozessordnung sowie der Gebührenverordnung für die Strafuntersuchungs- und GerichtsbehördenTeil I: Gesetz betreffend die Änderung des Gesetzes über die Zivilrechtspflege (Zivilprozessordnung) vom 6. Juli 1988Teil II: Gesetz betreffend die Änderung des Gesetzes über die Strafrechtspflege (Strafprozessordnung) vom 30. Juni 1970 / 5. November 1991Teil III: Verordnung betreffend die Änderung der Verordnung des Grossen Rates über die Gebühren der Strafuntersuchungs- und Gerichtsbehörden vom 13. Mai 1992","04/GE 22/234"
"Teil II: Fassung nach 2. Lesung","https://archivportal.tg.ch/","Änderung der Zivil- und der Strafprozessordnung sowie der Gebührenverordnung für die Strafuntersuchungs- und GerichtsbehördenTeil I: Gesetz betreffend die Änderung des Gesetzes über die Zivilrechtspflege (Zivilprozessordnung) vom 6. Juli 1988Teil II: Gesetz betreffend die Änderung des Gesetzes über die Strafrechtspflege (Strafprozessordnung) vom 30. Juni 1970 / 5. November 1991Teil III: Verordnung betreffend die Änderung der Verordnung des Grossen Rates über die Gebühren der Strafuntersuchungs- und Gerichtsbehörden vom 13. Mai 1992","04/GE 22/234"
"Teil III: 2. Lesung","https://archivportal.tg.ch/","Änderung der Zivil- und der Strafprozessordnung sowie der Gebührenverordnung für die Strafuntersuchungs- und GerichtsbehördenTeil I: Gesetz betreffend die Änderung des Gesetzes über die Zivilrechtspflege (Zivilprozessordnung) vom 6. Juli 1988Teil II: Gesetz betreffend die Änderung des Gesetzes über die Strafrechtspflege (Strafprozessordnung) vom 30. Juni 1970 / 5. November 1991Teil III: Verordnung betreffend die Änderung der Verordnung des Grossen Rates über die Gebühren der Strafuntersuchungs- und Gerichtsbehörden vom 13. Mai 1992","04/GE 22/234"
"Teil III: Fassung nach 2. Lesung","https://archivportal.tg.ch/","Änderung der Zivil- und der Strafprozessordnung sowie der Gebührenverordnung für die Strafuntersuchungs- und GerichtsbehördenTeil I: Gesetz betreffend die Änderung des Gesetzes über die Zivilrechtspflege (Zivilprozessordnung) vom 6. Juli 1988Teil II: Gesetz betreffend die Änderung des Gesetzes über die Strafrechtspflege (Strafprozessordnung) vom 30. Juni 1970 / 5. November 1991Teil III: Verordnung betreffend die Änderung der Verordnung des Grossen Rates über die Gebühren der Strafuntersuchungs- und Gerichtsbehörden vom 13. Mai 1992","04/GE 22/234"
"Teil I: Redaktionsfassung","https://archivportal.tg.ch/","Änderung der Zivil- und der Strafprozessordnung sowie der Gebührenverordnung für die Strafuntersuchungs- und GerichtsbehördenTeil I: Gesetz betreffend die Änderung des Gesetzes über die Zivilrechtspflege (Zivilprozessordnung) vom 6. Juli 1988Teil II: Gesetz betreffend die Änderung des Gesetzes über die Strafrechtspflege (Strafprozessordnung) vom 30. Juni 1970 / 5. November 1991Teil III: Verordnung betreffend die Änderung der Verordnung des Grossen Rates über die Gebühren der Strafuntersuchungs- und Gerichtsbehörden vom 13. Mai 1992","04/GE 22/234"
"Teil I: Redaktionslesung/Schlussabstimmung","https://archivportal.tg.ch/","Änderung der Zivil- und der Strafprozessordnung sowie der Gebührenverordnung für die Strafuntersuchungs- und GerichtsbehördenTeil I: Gesetz betreffend die Änderung des Gesetzes über die Zivilrechtspflege (Zivilprozessordnung) vom 6. Juli 1988Teil II: Gesetz betreffend die Änderung des Gesetzes über die Strafrechtspflege (Strafprozessordnung) vom 30. Juni 1970 / 5. November 1991Teil III: Verordnung betreffend die Änderung der Verordnung des Grossen Rates über die Gebühren der Strafuntersuchungs- und Gerichtsbehörden vom 13. Mai 1992","04/GE 22/234"
"Teil I: Schlussfassung","https://archivportal.tg.ch/","Änderung der Zivil- und der Strafprozessordnung sowie der Gebührenverordnung für die Strafuntersuchungs- und GerichtsbehördenTeil I: Gesetz betreffend die Änderung des Gesetzes über die Zivilrechtspflege (Zivilprozessordnung) vom 6. Juli 1988Teil II: Gesetz betreffend die Änderung des Gesetzes über die Strafrechtspflege (Strafprozessordnung) vom 30. Juni 1970 / 5. November 1991Teil III: Verordnung betreffend die Änderung der Verordnung des Grossen Rates über die Gebühren der Strafuntersuchungs- und Gerichtsbehörden vom 13. Mai 1992","04/GE 22/234"
"Teil II: Redaktionsfassung","https://archivportal.tg.ch/","Änderung der Zivil- und der Strafprozessordnung sowie der Gebührenverordnung für die Strafuntersuchungs- und GerichtsbehördenTeil I: Gesetz betreffend die Änderung des Gesetzes über die Zivilrechtspflege (Zivilprozessordnung) vom 6. Juli 1988Teil II: Gesetz betreffend die Änderung des Gesetzes über die Strafrechtspflege (Strafprozessordnung) vom 30. Juni 1970 / 5. November 1991Teil III: Verordnung betreffend die Änderung der Verordnung des Grossen Rates über die Gebühren der Strafuntersuchungs- und Gerichtsbehörden vom 13. Mai 1992","04/GE 22/234"
"Teil II: Redaktionslesung/Schlussabstimmung","https://archivportal.tg.ch/","Änderung der Zivil- und der Strafprozessordnung sowie der Gebührenverordnung für die Strafuntersuchungs- und GerichtsbehördenTeil I: Gesetz betreffend die Änderung des Gesetzes über die Zivilrechtspflege (Zivilprozessordnung) vom 6. Juli 1988Teil II: Gesetz betreffend die Änderung des Gesetzes über die Strafrechtspflege (Strafprozessordnung) vom 30. Juni 1970 / 5. November 1991Teil III: Verordnung betreffend die Änderung der Verordnung des Grossen Rates über die Gebühren der Strafuntersuchungs- und Gerichtsbehörden vom 13. Mai 1992","04/GE 22/234"
"Teil II: Schlussfassung","https://archivportal.tg.ch/","Änderung der Zivil- und der Strafprozessordnung sowie der Gebührenverordnung für die Strafuntersuchungs- und GerichtsbehördenTeil I: Gesetz betreffend die Änderung des Gesetzes über die Zivilrechtspflege (Zivilprozessordnung) vom 6. Juli 1988Teil II: Gesetz betreffend die Änderung des Gesetzes über die Strafrechtspflege (Strafprozessordnung) vom 30. Juni 1970 / 5. November 1991Teil III: Verordnung betreffend die Änderung der Verordnung des Grossen Rates über die Gebühren der Strafuntersuchungs- und Gerichtsbehörden vom 13. Mai 1992","04/GE 22/234"
"Teil III: Redaktionsfassung","https://archivportal.tg.ch/","Änderung der Zivil- und der Strafprozessordnung sowie der Gebührenverordnung für die Strafuntersuchungs- und GerichtsbehördenTeil I: Gesetz betreffend die Änderung des Gesetzes über die Zivilrechtspflege (Zivilprozessordnung) vom 6. Juli 1988Teil II: Gesetz betreffend die Änderung des Gesetzes über die Strafrechtspflege (Strafprozessordnung) vom 30. Juni 1970 / 5. November 1991Teil III: Verordnung betreffend die Änderung der Verordnung des Grossen Rates über die Gebühren der Strafuntersuchungs- und Gerichtsbehörden vom 13. Mai 1992","04/GE 22/234"
"Teil III: Redaktionslesung/Schlussabstimmung","https://archivportal.tg.ch/","Änderung der Zivil- und der Strafprozessordnung sowie der Gebührenverordnung für die Strafuntersuchungs- und GerichtsbehördenTeil I: Gesetz betreffend die Änderung des Gesetzes über die Zivilrechtspflege (Zivilprozessordnung) vom 6. Juli 1988Teil II: Gesetz betreffend die Änderung des Gesetzes über die Strafrechtspflege (Strafprozessordnung) vom 30. Juni 1970 / 5. November 1991Teil III: Verordnung betreffend die Änderung der Verordnung des Grossen Rates über die Gebühren der Strafuntersuchungs- und Gerichtsbehörden vom 13. Mai 1992","04/GE 22/234"
"Teil III: Schlussfassung","https://archivportal.tg.ch/","Änderung der Zivil- und der Strafprozessordnung sowie der Gebührenverordnung für die Strafuntersuchungs- und GerichtsbehördenTeil I: Gesetz betreffend die Änderung des Gesetzes über die Zivilrechtspflege (Zivilprozessordnung) vom 6. Juli 1988Teil II: Gesetz betreffend die Änderung des Gesetzes über die Strafrechtspflege (Strafprozessordnung) vom 30. Juni 1970 / 5. November 1991Teil III: Verordnung betreffend die Änderung der Verordnung des Grossen Rates über die Gebühren der Strafuntersuchungs- und Gerichtsbehörden vom 13. Mai 1992","04/GE 22/234"
"Liste der Gesuche ","https://archivportal.tg.ch/","Kantonsbürgerrechtsgesuche per 21. Juni 2006","04/EB 9/235"
"Statistik Personen Wohnsitz Alter","https://archivportal.tg.ch/","Kantonsbürgerrechtsgesuche per 21. Juni 2006","04/EB 9/235"
"Statistik Staatszugehörigkeit","https://archivportal.tg.ch/","Kantonsbürgerrechtsgesuche per 21. Juni 2006","04/EB 9/235"
"Statistik Religionen nach Personen","https://archivportal.tg.ch/","Kantonsbürgerrechtsgesuche per 21. Juni 2006","04/EB 9/235"
"Beschluss vom 21.6.06","https://archivportal.tg.ch/","Kantonsbürgerrechtsgesuche per 21. Juni 2006","04/EB 9/235"
"Wortlaut/Begründung vom 21.6.06","https://archivportal.tg.ch/","Motion Hanspeter Gantenbein betreffend Erhöhung der Kinder- und Ausbildungszulagen mit gleichzeitigem Systemwechsel in der Finanzierung","04/MO 23/236"
"Beantwortung vom 10.4.07","https://archivportal.tg.ch/","Motion Hanspeter Gantenbein betreffend Erhöhung der Kinder- und Ausbildungszulagen mit gleichzeitigem Systemwechsel in der Finanzierung","04/MO 23/236"
"Beschluss vom 29.8.07","https://archivportal.tg.ch/","Motion Hanspeter Gantenbein betreffend Erhöhung der Kinder- und Ausbildungszulagen mit gleichzeitigem Systemwechsel in der Finanzierung","04/MO 23/236"
"Wortlaut/Begründung vom 21.6.06","https://archivportal.tg.ch/","Motion Peter Kummer betreffend Umsetzung der Bundesvorgabe zur Regelung der entstehenden Mehr- und Minderwerte bei Umzonungen","04/MO 24/237"
"Beantwortung vom 19.6.07","https://archivportal.tg.ch/","Motion Peter Kummer betreffend Umsetzung der Bundesvorgabe zur Regelung der entstehenden Mehr- und Minderwerte bei Umzonungen","04/MO 24/237"
"Diskussion vom 1.10.07","https://archivportal.tg.ch/","Motion Peter Kummer betreffend Umsetzung der Bundesvorgabe zur Regelung der entstehenden Mehr- und Minderwerte bei Umzonungen","04/MO 24/237"
"Fortsetzung Diskussion, Beschluss vom 24.10.07","https://archivportal.tg.ch/","Motion Peter Kummer betreffend Umsetzung der Bundesvorgabe zur Regelung der entstehenden Mehr- und Minderwerte bei Umzonungen","04/MO 24/237"
"Wortlaut/Begründung vom 21.6.06","https://archivportal.tg.ch/","Interpellation Daniel Jung betreffend Sicherheit im Kanton und in den Gemeinden","04/IN 32/238"
"Beantwortung vom 21.11.06","https://archivportal.tg.ch/","Interpellation Daniel Jung betreffend Sicherheit im Kanton und in den Gemeinden","04/IN 32/238"
"Behandlung vom 20.12.06","https://archivportal.tg.ch/","Interpellation Daniel Jung betreffend Sicherheit im Kanton und in den Gemeinden","04/IN 32/238"
"Wortlaut/Begründung vom 21.6.06","https://archivportal.tg.ch/","Einfache Anfrage Erica Willi-Castelberg betreffend Ausbildungszulagen für Eltern von Jugendlichen","04/EA 76/239"
"Beantwortung vom 21.8.06","https://archivportal.tg.ch/","Einfache Anfrage Erica Willi-Castelberg betreffend Ausbildungszulagen für Eltern von Jugendlichen","04/EA 76/239"
"Botschaft vom 27.6.06","https://archivportal.tg.ch/","Beschluss des Grossen Rates über den Beitritt des Kantons Thurgau zur Rahmenvereinbarung für die interkantonale Zusammenarbeit mit Lastenausgleich (Rahmenvereinbarung, IRV) vom 24. Juni 2005","04/BS 29/240"
"Anhang Rahmenvereinbarung","https://archivportal.tg.ch/","Beschluss des Grossen Rates über den Beitritt des Kantons Thurgau zur Rahmenvereinbarung für die interkantonale Zusammenarbeit mit Lastenausgleich (Rahmenvereinbarung, IRV) vom 24. Juni 2005","04/BS 29/240"
"Entwurf Regierungsrat","https://archivportal.tg.ch/","Beschluss des Grossen Rates über den Beitritt des Kantons Thurgau zur Rahmenvereinbarung für die interkantonale Zusammenarbeit mit Lastenausgleich (Rahmenvereinbarung, IRV) vom 24. Juni 2005","04/BS 29/240"
"Entwurf Kommission","https://archivportal.tg.ch/","Beschluss des Grossen Rates über den Beitritt des Kantons Thurgau zur Rahmenvereinbarung für die interkantonale Zusammenarbeit mit Lastenausgleich (Rahmenvereinbarung, IRV) vom 24. Juni 2005","04/BS 29/240"
"Beschluss vom 6.12.06","https://archivportal.tg.ch/","Beschluss des Grossen Rates über den Beitritt des Kantons Thurgau zur Rahmenvereinbarung für die interkantonale Zusammenarbeit mit Lastenausgleich (Rahmenvereinbarung, IRV) vom 24. Juni 2005","04/BS 29/240"
"Wortlaut/Begründung vom 5.7.06","https://archivportal.tg.ch/","Motion Daniel Badraun für mehr Rechtssicherheit im Umgang mit Mobilfunkanlagen und für die Besserstellung der Standortgemeinden bei möglichen Schadensfällen","04/MO 25/241"
"Beantwortung vom 3.4.07","https://archivportal.tg.ch/","Motion Daniel Badraun für mehr Rechtssicherheit im Umgang mit Mobilfunkanlagen und für die Besserstellung der Standortgemeinden bei möglichen Schadensfällen","04/MO 25/241"
"Beschluss vom 9.5.07","https://archivportal.tg.ch/","Motion Daniel Badraun für mehr Rechtssicherheit im Umgang mit Mobilfunkanlagen und für die Besserstellung der Standortgemeinden bei möglichen Schadensfällen","04/MO 25/241"
"Wortlaut/Begründung vom 5.7.06","https://archivportal.tg.ch/","Motion Heidi Grau-Lanz betreffend Auszahlungsmodus der Prämienverbilligungen gemäss Krankenversicherungsgesetz","04/MO 26/242"
"Beantwortung vom 19.6.07","https://archivportal.tg.ch/","Motion Heidi Grau-Lanz betreffend Auszahlungsmodus der Prämienverbilligungen gemäss Krankenversicherungsgesetz","04/MO 26/242"
"Beschluss vom 24.10.07","https://archivportal.tg.ch/","Motion Heidi Grau-Lanz betreffend Auszahlungsmodus der Prämienverbilligungen gemäss Krankenversicherungsgesetz","04/MO 26/242"
"Wortlaut/Begründung vom 5.7.06","https://archivportal.tg.ch/","Interpellation Toni Kappeler und Maya Iseli zur Entwicklung und zum Schutz des Ufers von Bodensee und Untersee","04/IN 33/243"
"Beantwortung vom 3.7.07","https://archivportal.tg.ch/","Interpellation Toni Kappeler und Maya Iseli zur Entwicklung und zum Schutz des Ufers von Bodensee und Untersee","04/IN 33/243"
